Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
EU482611,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VE/BID-V1136/2007,10690,complete,Venezuela: Aragua,Venezuela,Homo sapiens,blood,"Henn,M.R., Schmidt,D., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Crawford,M., Engels,R., Freedman,E., Howarth,C., Jen,D., Larson,L., Ledlie,T., Lewis,B., Montgomery,P., Park,D., Pearson,M., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Lander,E., Galagan,J., Nusbaum,C., Bosch,I., Birren,B.",2007,2008-03-04,ssRNA(+)
PX490319,dengue virus type 1,Orthoflavivirus denguei,1,PERU_03222_LOR,10480,partial,Peru: Loreto,Peru,Homo sapiens,blood,"Drexler,F., Piche,M.",2020-11,2026-02-28,ssRNA(+)
AY486066,dengue virus type I,Orthoflavivirus denguei,,CAREC817485,240,partial,Trinidad and Tobago: Trinidad,Trinidad and Tobago,,,"Foster,J.E., Vaughan,H., Carrington,C.V.F.",,2004-11-30,ssRNA(+)
KM403592,Dengue virus 1,Orthoflavivirus denguei,III,SGEHI(D1)10152Y13,10714,complete,Singapore,Singapore,Homo sapiens,blood,"Hapuarachchi,H.C., Koo,C., Kek,R., Xu,H., Lai,Y.L., Liu,L., Kok,S.Y., Shi,Y., Chuen,R.L., Lee,K.S., Maurer-Stroh,S., Ng,L.C.",2013,2016-03-09,ssRNA(+)
JQ581626,dengue virus type I,Orthoflavivirus denguei,,07_370_CO_SAN_2007,1485,partial,Colombia: Santander Piedecuesta,Colombia,Homo sapiens,blood,"Ortiz-Baez,A.S., Miranda-Esquivel,D.R., Ocazionez-Jimenez,R.E.",2007,2017-09-19,ssRNA(+)
GQ199779,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V2755/2007,10690,complete,Viet Nam: South,Viet Nam,Homo sapiens,blood,"Henn,M.R., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",2007,2009-06-17,ssRNA(+)
HG918039,dengue virus type I,Orthoflavivirus denguei,1,DEN/599/RO/2013,397,partial,Indonesia,Indonesia,Homo sapiens,,"Panculescu-Gatej,R.I., Dinu,S., Sirbu,A., Oprisan,G., Florescu,S.A., Popescu,C., Badescu,D., Ceianu,C.",2013-07-15,2014-02-11,ssRNA(+)
OR765988,dengue virus type 1,Orthoflavivirus denguei,1,UJ05500101d,10165,partial,Kenya: Ukunda,Kenya,Homo sapiens,blood,"Nyathi,S., Labeaud,D., Rezende,I., Bennet,S., Mutuku,F., Ndenga,B., Vu,D.",2020,2023-11-08,ssRNA(+)
OQ786016,dengue virus type 1,Orthoflavivirus denguei,1,NGS_679,10331,partial,"Brazil: Sao Paulo, Franco Da Rocha",Brazil,Homo sapiens,blood,"Sacchi,C.T., Campos,K.R., Santos,M.B.N., Nogueira,J.S.",2023-01-24,2023-04-15,ssRNA(+)
MW945843,dengue virus type I,Orthoflavivirus denguei,1,02815/06,10179,partial,Thailand,Thailand,Homo sapiens,,"Katzelnick,L., Escoto,A., Huang,A., Garcia-Carreras,B., Chowdhury,N., Berry,I., Chavez,C., Rutvisuttinunt,W., Buchy,P., Duong,V., Dussart,P., Gromowski,G., Macareo,L., Smith,D., Jarman,R., Whitehead,S., Salje,H., Cummings,D., Lessler,J., Melendrez,M., Endy,T., Kalanarooj,S., A-Nuegoonpipat,A., Chanama,S., Sangkijporn,S., Klungthong,C., Thaisomboonsuk,B., Nisalak,A., Gibbons,R., Iamsirithaworn,S., Yoon,I.-K., Sangarsang,A.",2006,2021-04-23,ssRNA(+)
MW302829,dengue virus type I,Orthoflavivirus denguei,1,RL80,1485,partial,China,China,Homo sapiens,blood,"Guo,Xf.",2014-08,2021-02-02,ssRNA(+)
DQ211348,dengue virus type I,Orthoflavivirus denguei,,GZ01/03,1485,partial,China: Guangzhou,China,,,"Zhou,J.J., Fang,D.Y., Jiang,L.F.",1993,2005-09-28,ssRNA(+)
AF538028,dengue virus type I,Orthoflavivirus denguei,,DENV-1/KHM/2001 L0810173,426,partial,Cambodia,Cambodia,Homo sapiens,blood,"Reynes,J.M., Ong,S., Mey,C., Ngan,C., Hoyer,S., Sall,A.A.",,2003-09-01,ssRNA(+)
MF094253,dengue virus type 1,Orthoflavivirus denguei,,99St-12A,1608,partial,Philippines,Philippines,Homo sapiens,,"Buerano,C.C., Nabeshima,T., Alonzo-Dimamay,M.T.G., Suarez-Pangilinan,L.-A.C., Ngwe Tun,M.M., Inoue,S., Matias,R.R., Natividad,F.F., Morita,K.",1999,2023-12-31,ssRNA(+)
MH612168,dengue virus type I,Orthoflavivirus denguei,III,SG(EHI)D1/49115Y13,1485,partial,Singapore,Singapore,Homo sapiens,,"Hapuarachchi,H.C., Koo,C., Kek,R., Xu,H., Lai,Y.L., Liu,L., Kok,S.Y., Shi,Y., Chuen,R.L., Lee,K.S., Maurer-Stroh,S., Ng,L.C., Chuen,R.L.T.",2013-12,2018-09-25,ssRNA(+)
PQ844902,dengue virus type 1,Orthoflavivirus denguei,1,FG6033,10176,partial,Viet Nam,Viet Nam,Homo sapiens,blood,"Duong,K.T.H., Le,T.P., Huynh,H.L.A., Le,H.M., Nguyen,D.T., Simmons,C.P., Wills,B.A., Yacoub,S.",2008,2025-01-12,ssRNA(+)
KY882514,dengue virus type I,Orthoflavivirus denguei,5,DV1/PUERTORICO/363/2013,1866,partial,Puerto Rico,USA,Homo sapiens,blood,"Rabaa,M.A., Chambaz,Y.G., Duong,K.T.H., Vu,T.T., Wills,B., Bonaparte,M., Vliet,D.V.D., Langevin,E., Cortes,M., Zambrano,B., Dunod,C., Tram,A.W., Jackson,N., Simmons,C.P.",2013,2017-08-14,ssRNA(+)
KF672766,dengue virus type I,Orthoflavivirus denguei,V,325_2011/BR/RJ/2011,2325,partial,Brazil: RJ,Brazil,Homo sapiens,,"Nogueira,F.B., dos Santos,F.B., Castro,M.G., Nunes,P.C.G., Filippis,A.M.B., Faria,N.R.C., Simoes,J.B.S., Sampaio,S.A., Santos,C.R., Nogueira,R.M.R.",2011,2013-12-17,ssRNA(+)
KC861925,dengue virus type I,Orthoflavivirus denguei,,D1.CanTho.09527.09,1485,partial,Viet Nam,Viet Nam,Homo sapiens,,"Rabaa,M.A., Simmons,C.P., Fox,A., Le,M.Q., Nguyen,T.T.T., Le,H.Y., Gibbons,R.V., Nguyen,T.X., Holmes,E.C., Aaskov,J.G., Stewart,E., Lowry,K., Rourke,M.",2009,2013-11-27,ssRNA(+)
FJ182018,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V1632/2006,10690,complete,Viet Nam: South,Viet Nam,Homo sapiens,blood,"Henn,M.R., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Le,P.T., Duong,K.H., Nguyen,T.T.H., Hoang,L.T., Simmons,C.P., Lander,E., Galagan,J., Nusbaum,C., Birren,B.",2006,2008-09-30,ssRNA(+)
MF173470,dengue virus type I,Orthoflavivirus denguei,,DENV-1/CO/SAN/P303013316/2016,1485,partial,Colombia: Santander,Colombia,Homo sapiens,,"Ocazionez,R.E., Carreno,M.F.",2016,2019-12-31,ssRNA(+)
MN921634,dengue virus type I,Orthoflavivirus denguei,1,19XN51129*,1625,partial,China,China,Homo sapiens,,"Su,W., Jiang,L., Cao,Y.",2019-10-18,2020-01-15,ssRNA(+)
MH680023,Dengue virus 1,Orthoflavivirus denguei,I,SG(EHI)D1/41176Y14,1485,partial,Singapore,Singapore,Homo sapiens,,"Koo,C., Tien,W.P., Xu,H., Ong,J., Rajarethinam,J., Lai,Y.L., Ng,L.-C., Hapuarachchi,H.C.",2013-05,2018-08-17,ssRNA(+)
OR126888,dengue virus type 1,Orthoflavivirus denguei,1,23GZ09930,1622,partial,China: Guangzhou,China,Homo sapiens,blood,"Su,W., Lu,W., Cao,Y.",2023-06-09,2023-06-18,ssRNA(+)
OR389272,dengue virus type 1,Orthoflavivirus denguei,1,DENV1/Bahamas/1977/Yale-DH006,10601,partial,Bahamas,Bahamas,Homo sapiens,,"Vogels,C.B.F., Breban,M.I., Hill,V., Chaguza,C., Ott,I.M., Petrone,M.E., Brackney,D.E., Branfield,A.B., Armstrong,P.M., Grubaugh,N.D.",1977,2023-08-08,ssRNA(+)
AB550423,dengue virus type I,Orthoflavivirus denguei,,D1/SBY95/09,1485,partial,Indonesia: Surabaya,Indonesia,Homo sapiens,blood,"Konishi,E., Yamanaka,A.",2009,2011-10-25,ssRNA(+)
FJ882543,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V2720/2006,10690,complete,Viet Nam: South,Viet Nam,Homo sapiens,blood,"Henn,M.R., Young,S., Koehrsen,M., Jaffe,D., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., MacCallum,I., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",2006,2009-05-05,ssRNA(+)
PV205867,dengue virus type 1,Orthoflavivirus denguei,1,UWARN_ES0074_20230509_D1V,10500,partial,"Brazil: Itaguacu, ES",Brazil,Homo sapiens,blood,"Fonseca,V., Giovanetti,M., Guimaraes,N., Moreno,K., Tome,M., LACENs,M., Climade,c., Alcantara,L.",2023-05-09,2026-03-30,ssRNA(+)
OR029788,dengue virus type 1,Orthoflavivirus denguei,1,DENV1_D191133,10653,partial,China,China,Homo sapiens,blood,"Sun,J.",2019-08-19,2023-05-28,ssRNA(+)
OM281597,dengue virus type 1,Orthoflavivirus denguei,1,137/SH/2019,10736,complete,Philippines,Philippines,Homo sapiens,blood,"Wang,W.",2019-12,2022-12-31,ssRNA(+)
OQ579280,dengue virus type 1,Orthoflavivirus denguei,1,778/D1/2017,1485,partial,Philippines,Philippines,Homo sapiens,blood,"Sy,A.K., Koo,C., Privaldos,K.J.R., Quinones,M.A.T., Igoy,M.A.U., Villanueva,S.Y.A.M., Hibberd,M.L., Ng,L.C., Hapuarachchi,H.C.",2017-03,2023-06-12,ssRNA(+)
JF967794,Dengue virus 1,Orthoflavivirus denguei,,D1/Indonesia/0802bTw,1485,partial,Indonesia,Indonesia,Homo sapiens,blood,"Huang,J.H., Su,C.L., Yang,C.F., Liao,T.L., Hsu,T.C., Chang,S.F., Lin,C.C., Shu,P.Y., Huang,J.-H., Su,C.-L., Liao,T.-L., Yang,C.-F., Chang,S.-F., Chang,M.-C., Hu,H.-C., Hsu,T.-C., Lin,C.-C., Shu,P.-Y.",2008,2012-05-31,ssRNA(+)
OQ786045,dengue virus type 1,Orthoflavivirus denguei,1,NGS_728,10330,partial,"Brazil: Sao Paulo, Taquaritinga",Brazil,Homo sapiens,blood,"Sacchi,C.T., Campos,K.R., Santos,M.B.N., Nogueira,J.S.",2023-02-13,2023-04-15,ssRNA(+)
KR053576,dengue virus type I,Orthoflavivirus denguei,1,MY/Sel/20413,240,partial,Malaysia,Malaysia,Homo sapiens,,"Kamarulzaman,N.L., Thayan,R., Md Kassim,F., Mat Rahim,N.A., Sa'at,Z.",2013-09,2015-09-20,ssRNA(+)
FJ639741,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VE/BID-V2169/1998,10690,complete,Venezuela: Aragua,Venezuela,Homo sapiens,,"Henn,M.R., Schmidt,D., Young,S., Kodira,C., Koehrsen,M., Jaffe,D., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Zeng,Q., Yandava,C., Oleary,S., Alvarado,L., Alvarez,P., Brockman,W., Butler,J., Gnerre,S., Grabherr,M., Kleber,M., Mauceli,E., McCallum,I., Comach,G., Lander,E., Galagan,J., Nusbaum,C., Bosch,I., Birren,B.",1998,2009-01-26,ssRNA(+)
MH680128,Dengue virus 1,Orthoflavivirus denguei,I,SG(EHI)D1/21256Y14,1485,partial,Singapore,Singapore,Homo sapiens,,"Koo,C., Tien,W.P., Xu,H., Ong,J., Rajarethinam,J., Lai,Y.L., Ng,L.-C., Hapuarachchi,H.C.",2013-09,2018-08-17,ssRNA(+)
KP188547,dengue virus type I,Orthoflavivirus denguei,V,DENV1 BR/SJRP/807/2013,10776,complete,"Brazil: SP, Sao Jose do Rio Preto",Brazil,Homo sapiens,blood,"Vedovello,D., Colombo,T.E., Pinhero,T.M., Drumond,B.P., Biselli-Perico,J.M., Umman,L.S., Mondini,A., Bronzoni,R.V.M., Terzian,A.C.B., Pacca-Mazzaro,C.C., Araujo,J.P. Jr., Rahal,P., Nogueira,M.L.",2013-01-05,2016-07-15,ssRNA(+)
MH594885,dengue virus type I,Orthoflavivirus denguei,1,NIV_1736289_Nashik_India_2017,1485,partial,India,India,Homo sapiens,,"Patil,J.A., Alagarasu,K., Kakade,M.B., More,A.M., Gadekar,K.A., Jadhav,S.M., Parashar,D., Shah,P.S.",2017,2018-11-06,ssRNA(+)
OQ579287,dengue virus type 1,Orthoflavivirus denguei,1,2436/D1/2016,1485,partial,Philippines,Philippines,Homo sapiens,blood,"Sy,A.K., Koo,C., Privaldos,K.J.R., Quinones,M.A.T., Igoy,M.A.U., Villanueva,S.Y.A.M., Hibberd,M.L., Ng,L.C., Hapuarachchi,H.C.",2016-07,2023-06-12,ssRNA(+)
MW407108,dengue virus type I,Orthoflavivirus denguei,1,RGR61,777,partial,"India: ANDHRA PRADESH, PALAMANERU",India,Homo sapiens,blood,"Rishi Gowtham,R., Sireesha,K., Meenakshi,K., Usha,K., Chaudhury,A., Mohan,A., Manohar,B., Umamaheswari,A.",2017-11-07,2021-01-02,ssRNA(+)
KJ545471,dengue virus type I,Orthoflavivirus denguei,,China/GD-D12003(Zhongshan),1437,partial,China,China,Homo sapiens,blood,"Wu,D., Zhou,H., Zhang,H., Kou,J., Peng,Z., Ke,C., Lin,J.",2012,2014-05-25,ssRNA(+)
AB550422,dengue virus type I,Orthoflavivirus denguei,,D1/SBY87/09,1485,partial,Indonesia: Surabaya,Indonesia,Homo sapiens,blood,"Konishi,E., Yamanaka,A.",2009,2011-10-25,ssRNA(+)
MW945941,dengue virus type I,Orthoflavivirus denguei,1,03116/01,10179,partial,Thailand,Thailand,Homo sapiens,,"Katzelnick,L., Escoto,A., Huang,A., Garcia-Carreras,B., Chowdhury,N., Berry,I., Chavez,C., Rutvisuttinunt,W., Buchy,P., Duong,V., Dussart,P., Gromowski,G., Macareo,L., Smith,D., Jarman,R., Whitehead,S., Salje,H., Cummings,D., Lessler,J., Melendrez,M., Endy,T., Kalanarooj,S., A-Nuegoonpipat,A., Chanama,S., Sangkijporn,S., Klungthong,C., Thaisomboonsuk,B., Nisalak,A., Gibbons,R., Iamsirithaworn,S., Yoon,I.-K., Sangarsang,A.",2001,2021-04-23,ssRNA(+)
LC428069,dengue virus type I,Orthoflavivirus denguei,1,03-HD-022,10179,partial,Viet Nam,Viet Nam,Homo sapiens,,"Takemura,T., Hasebe,F.",2017,2019-10-11,ssRNA(+)
MW945426,dengue virus type I,Orthoflavivirus denguei,1,DENV1/PUERTORICO/2006/BID-V852,10179,partial,Puerto Rico,USA,Homo sapiens,,"Katzelnick,L., Escoto,A., Huang,A., Garcia-Carreras,B., Chowdhury,N., Berry,I., Chavez,C., Rutvisuttinunt,W., Buchy,P., Duong,V., Dussart,P., Gromowski,G., Macareo,L., Smith,D., Jarman,R., Whitehead,S., Salje,H., Cummings,D., Lessler,J., Melendrez,M., Endy,T., Kalanarooj,S., A-Nuegoonpipat,A., Chanama,S., Sangkijporn,S., Klungthong,C., Thaisomboonsuk,B., Nisalak,A., Gibbons,R., Iamsirithaworn,S., Yoon,I.-K., Sangarsang,A.",2006,2021-04-23,ssRNA(+)
OQ426718,dengue virus type 1,Orthoflavivirus denguei,1,DEN-P-1055-1,10425,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2018-11-02,2023-02-18,ssRNA(+)
KY461737,dengue virus type I,Orthoflavivirus denguei,1,DENV-1/CR/7339-07/2007,1485,partial,Costa Rica,Costa Rica,Homo sapiens,,"Soto-Garita,C., Somogyi,T., Vicente-Santos,A., Corrales-Aguilar,E.",2007,2017-05-07,ssRNA(+)
HG515523,dengue virus type I,Orthoflavivirus denguei,,#7.10.5,836,partial,,,,,"Parreira,R., Conceicao,C., Centeno-Lima,S., Marques,N., Saraiva da Cunha,J., Abreu,C., Sa,L., Sarmento,A., Atouguia,J., Moneti,V., Azevedo,T., Nina,J., Mansinho,K., Antunes,A., Teodosio,R., Nazareth,T., Seixas,J.",,2014-10-08,ssRNA(+)
MG738001,dengue virus type I,Orthoflavivirus denguei,I,D1/China/GDcz/D16072/2016,1485,partial,China,China,Homo sapiens,blood,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.",2016,2019-12-31,ssRNA(+)
PX427367,dengue virus type 1,Orthoflavivirus denguei,1,DP25_2022,331,partial,Nicaragua,Nicaragua,Homo sapiens,blood,"Sanchez-Mora,P., Vazquez,A., Sanchez-Seco,M.P.",2022-08-15,2026-05-05,ssRNA(+)
MN921427,dengue virus type I,Orthoflavivirus denguei,1,19XN24514*,1625,partial,China,China,Homo sapiens,,"Su,W., Jiang,L., Cao,Y.",2019-09-27,2020-01-15,ssRNA(+)
MH680484,Dengue virus 1,Orthoflavivirus denguei,I,SG(EHI)D1/12334Y13,1485,partial,Singapore,Singapore,Homo sapiens,,"Koo,C., Tien,W.P., Xu,H., Ong,J., Rajarethinam,J., Lai,Y.L., Ng,L.-C., Hapuarachchi,H.C.",2015-06,2018-08-17,ssRNA(+)
MG894757,Dengue virus 1,Orthoflavivirus denguei,,D1/Philippines/1305aTw,1485,partial,Taiwan,Taiwan,Homo sapiens,blood,"Yang,C.-F., Chang,S.-F., Hsu,T.-C., Su,C.-L., Wang,T.-C., Lin,S.-H., Lin,C.-C., Shu,P.-Y.",2013-05-09,2018-08-17,ssRNA(+)
KJ806819,dengue virus type I,Orthoflavivirus denguei,1,MYS(Selangor)D1/1913Y12,1482,partial,Malaysia,Malaysia,Homo sapiens,,"Ng,L.C., Chem,Y.K., Koo,C., Mudin,R.N., Amin,F.M., Lee,K.S., Kheong,C.C., Mohd Amin,F., Chong,C.K.",2012,2015-04-20,ssRNA(+)
OQ426580,dengue virus type 1,Orthoflavivirus denguei,1,DEN-P-1427-1,10467,partial,Viet Nam: Nha Trang,Viet Nam,Homo sapiens,blood,"Ashall,J., Shah,S., Biggs,J.R., Chang,R., Jafari,Y., Brady,O.J., Mai,H.K., Lien,L.T., Thai,H.D., Nhuyen,H.A.T., Anh,D., Iwasaki,C., Kitamura,N., Van Loock,M., Herrera-Taracena,G., Rasschaert,F., Van Wesenbeeck,L., Yoshida,L.-M., Hafalla,J.C.R., Hue,S., Hibberd,M.L.",2019-01-09,2023-02-18,ssRNA(+)
AY732385,Dengue virus 1,Orthoflavivirus denguei,,ThD1_0008_81,1485,partial,Thailand: Bangkok,Thailand,,,"Zhang,C., Mammen,M.P. Jr., Chinnawirotpisan,P., Klungthong,C., Rodpradit,P., Monkongdee,P., Nimmannitya,S., Kalayanarooj,S., Holmes,E.C., Tararut,P.",1981,2005-11-16,ssRNA(+)
OP952162,dengue virus type 1,Orthoflavivirus denguei,1,D1/East_Timor_689/2017,1485,partial,Australia,Australia,Homo sapiens,blood,"Harapan,H., Ernst,T., Panta,K., McCarthy,S., Michie,A., Sasmono,R.T., Smith,D.W., Effler,P.V., Imrie,A.",2017-05-06,2023-12-01,ssRNA(+)
ON780009,dengue virus type 1,Orthoflavivirus denguei,1,BK2300,1368,partial,Thailand,Thailand,Homo sapiens,blood,"Khongwichit,S., Chuchaona,W., Vongpunsawad,S., Poovorawan,Y.",2019-12-07,2022-09-20,ssRNA(+)
MW945803,dengue virus type I,Orthoflavivirus denguei,1,00069/06,10179,partial,Thailand,Thailand,Homo sapiens,,"Katzelnick,L., Escoto,A., Huang,A., Garcia-Carreras,B., Chowdhury,N., Berry,I., Chavez,C., Rutvisuttinunt,W., Buchy,P., Duong,V., Dussart,P., Gromowski,G., Macareo,L., Smith,D., Jarman,R., Whitehead,S., Salje,H., Cummings,D., Lessler,J., Melendrez,M., Endy,T., Kalanarooj,S., A-Nuegoonpipat,A., Chanama,S., Sangkijporn,S., Klungthong,C., Thaisomboonsuk,B., Nisalak,A., Gibbons,R., Iamsirithaworn,S., Yoon,I.-K., Sangarsang,A.",2006,2021-04-23,ssRNA(+)
PP269793,dengue virus type 1,Orthoflavivirus denguei,1,DENV1/Viet_Nam/2017-08-08/Yale-DN02111,10575,partial,Viet Nam,Viet Nam,Homo sapiens,blood,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.",2017-08-08,2024-02-10,ssRNA(+)
AY732387,Dengue virus 1,Orthoflavivirus denguei,,ThD1_0002_95,1485,partial,Thailand: Bangkok,Thailand,,,"Zhang,C., Mammen,M.P. Jr., Chinnawirotpisan,P., Klungthong,C., Rodpradit,P., Monkongdee,P., Nimmannitya,S., Kalayanarooj,S., Holmes,E.C., Tararut,P.",1995,2005-11-16,ssRNA(+)
LC553223,dengue virus type 1,Orthoflavivirus denguei,,DENV1/PHL/2015/Tdo-15-341,1485,partial,Philippines:Tarlac Province,Philippines,Homo sapiens,blood,"Balingit,J.C., Saito,M., Okamoto,M.",2015-09,2020-12-08,ssRNA(+)
EU081258,dengue virus type I,Orthoflavivirus denguei,,D1/SG/05K4147DK1/2005,10735,complete,Singapore,Singapore,,,"Schreiber,M.J., Holmes,E.C., Ong,S.H., Soh,H.S., Liu,W., Tanner,L., Aw,P.P., Tan,H.C., Ng,L.C., Leo,Y.S., Low,J.G., Ong,A., Ooi,E.E., Vasudevan,S.G., Hibberd,M.L.",2005,2007-11-19,ssRNA(+)
MW945827,dengue virus type I,Orthoflavivirus denguei,1,01264/00,10179,partial,Thailand,Thailand,Homo sapiens,,"Katzelnick,L., Escoto,A., Huang,A., Garcia-Carreras,B., Chowdhury,N., Berry,I., Chavez,C., Rutvisuttinunt,W., Buchy,P., Duong,V., Dussart,P., Gromowski,G., Macareo,L., Smith,D., Jarman,R., Whitehead,S., Salje,H., Cummings,D., Lessler,J., Melendrez,M., Endy,T., Kalanarooj,S., A-Nuegoonpipat,A., Chanama,S., Sangkijporn,S., Klungthong,C., Thaisomboonsuk,B., Nisalak,A., Gibbons,R., Iamsirithaworn,S., Yoon,I.-K., Sangarsang,A.",2000,2021-04-23,ssRNA(+)
PP892855,dengue virus type 1,Orthoflavivirus denguei,1,DENV_E_NIV558,458,partial,Pakistan,Pakistan,Homo sapiens,blood,"Tariq,F., Irfan,M., Farooq,S., Iqbal,H., Khan,I.A., Choudhary,M.I.",2022-10-04,2024-06-14,ssRNA(+)
PV437014,dengue virus type 1,Orthoflavivirus denguei,1,ARB-AL56,10003,partial,Brazil: Alagoas,Brazil,Homo sapiens,blood,"Nascimento,J.P.M., Lima,M.C., Lima,C.R.B., Araujo,M.A., Santos,H.O., Cavalcante,J.V., Leite,A.B.",2024-07-09,2025-04-08,ssRNA(+)
OZ059929,dengue virus type 1,Orthoflavivirus denguei,,K60,10713,partial,Pakistan,Pakistan,Homo sapiens,,"Kim,S.",2022-09,2025-01-01,ssRNA(+)
M32921,dengue virus type I,Orthoflavivirus denguei,,,240,partial,,,,,"Rico-Hesse,R.",,1993-08-02,ssRNA(+)
MG840550,dengue virus type I,Orthoflavivirus denguei,,D1/China/GDsd/D15123/2015,10735,partial,China,China,Homo sapiens,blood,"De,W., Huan,Z., Xin,Z., Qiqi,T., Huiqiong,Z.",2015,2019-12-31,ssRNA(+)
KT827375,dengue virus type I,Orthoflavivirus denguei,,GZ/31358/D1/2014,10594,partial,"China: Guangzhou, Guangdong Province",China,Homo sapiens,,"Bai,Z., Jiang,L., Di,B., Yang,Z.",2014,2017-06-14,ssRNA(+)
GU131716,dengue virus type I,Orthoflavivirus denguei,,DENV-1/VN/BID-V3886/2008,10472,complete,Viet Nam: South,Viet Nam,Homo sapiens,blood,"Henn,M.R., Young,S., Koehrsen,M., Lennon,N., Erlich,R., Anderson,S., Rizzolo,K., Green,L., Ryan,E., Yu,Q., Berlin,A., Heiman,D., Hepburn,T., Sykes,S., Borenstein,D., Engels,R., Freedman,E., Gellesch,M., Heilman,E., Howarth,C., Jen,D., Larson,L., Lewis,B., Montgomery,P., Park,D., Pearson,M., Richards,J., Roberts,A., Sisk,P., Stolte,C., White,J., Alvarado,L., Champion,M., Godfrey,P., Shenoy,N., Yandava,C., Zeng,Q., Vu,H.T., Nguyen,Q.H., Nguyen,Q.T., Duong,P.H., Simmons,C.P., Wills,B., Nguyen,M.D., Tran,V.N., Tran,H.T., Nguyen,L.T.M., Nguyen,L.P.H., Nusbaum,C., Birren,B.",2008,2009-11-11,ssRNA(+)
